"Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CAPTAN = 81301)","FUNGICIDE",96
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(COPPER HYDROXIDE = 23401)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CYPRODINIL = 288202)","FUNGICIDE",33
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(DIFENOCONAZOLE = 128847)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FENHEXAMID = 90209)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FLUDIOXONIL = 71503)","FUNGICIDE",33
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FLUOPYRAM = 80302)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(IPRODIONE = 109801)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(ISOFETAMID = 270000)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(MEFENOXAM = 113502)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PENTHIOPYRAD = 90112)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PROPICONAZOLE = 122101)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PYRIMETHANIL = 288201)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(SULFUR = 77501)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(THIOPHANATE-METHYL = 102001)","FUNGICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(THIRAM = 79801)","FUNGICIDE",37
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","FUNGICIDE",100
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FLUMIOXAZIN = 129034)","HERBICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(NAPROPAMIDE = 103001)","HERBICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(OXYFLUORFEN = 111601)","HERBICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(PARAQUAT = 61601)","HERBICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(ABAMECTIN = 122804)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(ACETAMIPRID = 99050)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENAZATE = 586)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(FLONICAMID = 128016)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(MALATHION = 57701)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(MUSTARD OIL = 4901)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(NALED = 34401)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(NOVALURON = 124002)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(SPIROMESIFEN = 24875)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","INSECTICIDE",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE",37
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(CYTOKININS = 116801)","OTHER",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(DIMETHYL DISULFIDE (DMDS) = 29088)","OTHER",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(REYNOUTRIA SACHALINE = 55809)","OTHER",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER",0
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING"," ","(NITROGEN)",100
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING"," ","(PHOSPHATE)",97
2018,"FLORIDA","BEARING","TREATED  "," AVG","MEASURED IN PCT OF AREA BEARING"," ","(POTASH)",100
2018,"FLORIDA","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",281750000
2018,"FLORIDA","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",2450000
2018,"FLORIDA","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",0
2018,"FLORIDA","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",0
2018,"FLORIDA","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",0
2018,"FLORIDA","","PROCESSING PRODUCTION"," ","MEASURED IN TONS"," ","",0
2018,"FLORIDA","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",2450000
2018,"NEW YORK","","ACRES HARVESTED  ","",""," ","",700
2018,"NEW YORK","","ACRES PLANTED  ","",""," ","",800
2018,"NEW YORK","","PRODUCTION  ","","MEASURED IN $"," ","",6229000
2018,"NEW YORK","","PRODUCTION  ","","MEASURED IN CWT"," ","",30800
2018,"NEW YORK","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",44
2018,"NEW YORK","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",0
2018,"NEW YORK","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",0
2018,"NEW YORK","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",200
2018,"NEW YORK","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",0
2018,"NEW YORK","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",0
2018,"NEW YORK","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",30600
2018,"NORTH CAROLINA","","ACRES HARVESTED  ","",""," ","",1000
2018,"NORTH CAROLINA","","ACRES PLANTED  ","",""," ","",1100
2018,"NORTH CAROLINA","","PRODUCTION  ","","MEASURED IN $"," ","",21375000
2018,"NORTH CAROLINA","","PRODUCTION  ","","MEASURED IN CWT"," ","",125000
2018,"NORTH CAROLINA","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",125
2018,"NORTH CAROLINA","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",21375000
2018,"NORTH CAROLINA","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",125000
2018,"NORTH CAROLINA","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",0
2018,"NORTH CAROLINA","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",0
2018,"NORTH CAROLINA","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",0
2018,"NORTH CAROLINA","","PROCESSING PRODUCTION"," ","MEASURED IN TONS"," ","",0
2018,"NORTH CAROLINA","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",125000
2018,"OREGON","","ACRES HARVESTED  ","",""," ","",1100
2018,"OREGON","","ACRES PLANTED  ","",""," ","",1300
2018,"OREGON","","PRODUCTION  ","","MEASURED IN $"," ","",11687000
2018,"OREGON","","PRODUCTION  ","","MEASURED IN CWT"," ","",110000
2018,"OREGON","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",100
2018,"OREGON","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",0
2018,"OREGON","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",0
2018,"OREGON","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",700
2018,"OREGON","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",0
2018,"OREGON","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",0
2018,"OREGON","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",109300
2018,"OTHER STATES","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",12288000
2018,"OTHER STATES","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",58100
2018,"OTHER STATES","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",14795000
2018,"OTHER STATES","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",167600
2018,"WASHINGTON","","ACRES HARVESTED  ","",""," ","",820
2018,"WASHINGTON","","ACRES PLANTED  ","",""," ","",900
2018,"WASHINGTON","","PRODUCTION  ","","MEASURED IN $"," ","",9167000
2018,"WASHINGTON","","PRODUCTION  ","","MEASURED IN CWT"," ","",86100
2018,"WASHINGTON","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",105
2018,"WASHINGTON","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",0
2018,"WASHINGTON","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",0
2018,"WASHINGTON","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",300
2018,"WASHINGTON","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",0
2018,"WASHINGTON","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",0
2018,"WASHINGTON","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",85800
2017,"CALIFORNIA","","ACRES HARVESTED  ","",""," ","",38100
2017,"CALIFORNIA","","ACRES PLANTED  ","",""," ","",39000
2017,"CALIFORNIA","","PRODUCTION  ","","MEASURED IN $"," ","",2530903000
2017,"CALIFORNIA","","PRODUCTION  ","","MEASURED IN CWT"," ","",24574500
2017,"CALIFORNIA","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",645
2017,"CALIFORNIA","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",2336520000
2017,"CALIFORNIA","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",18996100
2017,"CALIFORNIA","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",24600
2017,"CALIFORNIA","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",194383000
2017,"CALIFORNIA","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",5553800
2017,"CALIFORNIA","","PROCESSING PRODUCTION"," ","MEASURED IN TONS"," ","",270313
2017,"CALIFORNIA","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",24549900
2017,"FLORIDA","","ACRES HARVESTED  ","",""," ","",9500
2017,"FLORIDA","","ACRES PLANTED  ","",""," ","",9600
2017,"FLORIDA","","PRODUCTION  ","","MEASURED IN $"," ","",299114000
2017,"FLORIDA","","PRODUCTION  ","","MEASURED IN CWT"," ","",2137500
2017,"FLORIDA","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",225
2017,"FLORIDA","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",0
2017,"FLORIDA","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",0
2017,"FLORIDA","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",0
2017,"FLORIDA","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",0
2017,"FLORIDA","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",0
2017,"FLORIDA","","PROCESSING PRODUCTION"," ","MEASURED IN TONS"," ","",0
2017,"FLORIDA","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",2137500
2017,"NEW YORK","","ACRES HARVESTED  ","",""," ","",1200
2017,"NEW YORK","","ACRES PLANTED  ","",""," ","",1300
2017,"NEW YORK","","PRODUCTION  ","","MEASURED IN $"," ","",10415000
2017,"NEW YORK","","PRODUCTION  ","","MEASURED IN CWT"," ","",46800
2017,"NEW YORK","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",39
2017,"NEW YORK","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",0
2017,"NEW YORK","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",0
2017,"NEW YORK","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",1300
2017,"NEW YORK","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",0
2017,"NEW YORK","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",0
2017,"NEW YORK","","PROCESSING PRODUCTION"," ","MEASURED IN TONS"," ","",0
2017,"NEW YORK","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",45500
2017,"NORTH CAROLINA","","ACRES HARVESTED  ","",""," ","",1000
2017,"NORTH CAROLINA","","ACRES PLANTED  ","",""," ","",1100
2017,"NORTH CAROLINA","","PRODUCTION  ","","MEASURED IN $"," ","",21308000
2017,"NORTH CAROLINA","","PRODUCTION  ","","MEASURED IN CWT"," ","",135000
2017,"NORTH CAROLINA","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",135
2017,"NORTH CAROLINA","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",21168000
2017,"NORTH CAROLINA","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",126000
2017,"NORTH CAROLINA","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",6300
2017,"NORTH CAROLINA","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",140000
2017,"NORTH CAROLINA","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",2700
2017,"NORTH CAROLINA","","PROCESSING PRODUCTION"," ","MEASURED IN TONS"," ","",149
2017,"NORTH CAROLINA","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",128700
2017,"OREGON","","ACRES HARVESTED  ","",""," ","",2200
2017,"OREGON","","ACRES PLANTED  ","",""," ","",2400
2017,"OREGON","","PRODUCTION  ","","MEASURED IN $"," ","",22048000
2017,"OREGON","","PRODUCTION  ","","MEASURED IN CWT"," ","",200200
2017,"OREGON","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",91
2017,"OREGON","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",6396000
2017,"OREGON","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",32800
2017,"OREGON","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",0
2017,"OREGON","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",15652000
2017,"OREGON","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",167400
2017,"OREGON","","PROCESSING PRODUCTION"," ","MEASURED IN TONS"," ","",4565
2017,"OREGON","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",200200
2017,"OTHER STATES","","ACRES HARVESTED  ","",""," ","",0
2017,"OTHER STATES","","ACRES PLANTED  ","",""," ","",0
2017,"OTHER STATES","","PRODUCTION  ","","MEASURED IN $"," ","",0
2017,"OTHER STATES","","PRODUCTION  ","","MEASURED IN CWT"," ","",0
2017,"OTHER STATES","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",0
2017,"OTHER STATES","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",316105000
2017,"OTHER STATES","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",2217100
2017,"OTHER STATES","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",0
2017,"OTHER STATES","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",5449000
2017,"OTHER STATES","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",78800
2017,"OTHER STATES","","PROCESSING PRODUCTION"," ","MEASURED IN TONS"," ","",2677
2017,"OTHER STATES","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",0
2017,"WASHINGTON","","ACRES HARVESTED  ","",""," ","",1200
2017,"WASHINGTON","","ACRES PLANTED  ","",""," ","",1300
2017,"WASHINGTON","","PRODUCTION  ","","MEASURED IN $"," ","",12025000
2017,"WASHINGTON","","PRODUCTION  ","","MEASURED IN CWT"," ","",114000
2017,"WASHINGTON","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",95
2017,"WASHINGTON","","FRESH MARKET PRODUCTION  ","","MEASURED IN $"," ","",0
2017,"WASHINGTON","","FRESH MARKET PRODUCTION"," ","MEASURED IN CWT"," ","",0
2017,"WASHINGTON","","NOT SOLD PRODUCTION  ","","MEASURED IN CWT"," ","",1100
2017,"WASHINGTON","","PROCESSING PRODUCTION  ","","MEASURED IN $"," ","",0
2017,"WASHINGTON","","PROCESSING PRODUCTION"," ","MEASURED IN CWT"," ","",0
2017,"WASHINGTON","","PROCESSING PRODUCTION"," ","MEASURED IN TONS"," ","",0
2017,"WASHINGTON","","UTILIZED PRODUCTION  ","","MEASURED IN CWT"," ","",112900
2016,"CALIFORNIA","","ACRES HARVESTED  ","",""," ","",38200
2016,"CALIFORNIA","","ACRES PLANTED  ","",""," ","",38500
2016,"CALIFORNIA","","PRODUCTION  ","","MEASURED IN $"," ","",2849626000
2016,"CALIFORNIA","","PRODUCTION  ","","MEASURED IN CWT"," ","",27122000
2016,"CALIFORNIA","","YIELD  ","","MEASURED IN CWT / ACRE"," ","",710
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE",2300
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BACILLUS PUMILUS = 6485)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BACILLUS SUBTILIS = 6479)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BLAD = 30006)","FUNGICIDE",4400
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BORAX DECAHYDRATE = 11102)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BOSCALID = 128008)","FUNGICIDE",11000
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE",222600
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(COPPER OXIDE = 25601)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CYFLUFENAMID = 555550)","FUNGICIDE",300
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE",13700
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE",20800
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE",9200
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FLUOPYRAM = 80302)","FUNGICIDE",1000
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FLUXAPYROXAD = 138009)","FUNGICIDE",2900
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FOSETYL-AL = 123301)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(IPRODIONE = 109801)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE",2300
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE",2900
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PENTHIOPYRAD = 90112)","FUNGICIDE",4500
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE",700
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(POTASSIUM BICARBON. = 73508)","FUNGICIDE",32100
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PROPICONAZOLE = 122101)","FUNGICIDE",2200
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE",8700
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE",14100
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(QUINOLINE = 55459)","FUNGICIDE",3500
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(STREPTOMYCES LYDICUS = 6327)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(SULFUR = 77501)","FUNGICIDE",637100
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TETRACONAZOLE = 120603)","FUNGICIDE",600
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(THIOPHANATE-METHYL = 102001)","FUNGICIDE",6700
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(THIRAM = 79801)","FUNGICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TOTAL)","FUNGICIDE",1035100
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE",1900
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TRIFLUMIZOLE = 128879)","FUNGICIDE",5600
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(AMMONIUM PELARGONATE = 31802)","HERBICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(FLUMIOXAZIN = 129034)","HERBICIDE",500
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(OXYFLUORFEN = 111601)","HERBICIDE",3000
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(PENDIMETHALIN = 108501)","HERBICIDE",15600
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(SULFENTRAZONE = 129081)","HERBICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(TOTAL)","HERBICIDE",19600
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE",300
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(ACEQUINOCYL = 6329)","INSECTICIDE",2500
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE",3300
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(AZADIRACHTIN = 121701)","INSECTICIDE",1500
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BIFENAZATE = 586)","INSECTICIDE",6200
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE",2700
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BT SUB AIZAWAI GC-91 = 6426)","INSECTICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CARBARYL = 56801)","INSECTICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE",1400
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CHLORPYRIFOS = 59101)","INSECTICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE",0
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(CYFLUMETOFEN? 138831)","INSECTICIDE",3200
2016,"CALIFORNIA","BEARING","APPLICATIONS  ","","MEASURED IN LB","(ETOXAZOLE = 107091)","INSECTICIDE",0
